ID	physiological_condition	immune_cell_type	Gene_A_expression	Gene_B_expression	Gene_C_expression	Gene_D_expression	Gene_E_expression	Gene_F_expression	regeneration_capacity	age_years	immune_receptor_diversity	response_to_infection	inflammation_level	weight_kg	habitat_location	resilience_score	reproduction_rate
0336	Healthy	Monocytes	54.5329098954301	61.9953435256091	84.4678774659938	85.0208182893595	94.3304597652741	73.8146452941685	109	36	86.7	86.4	32.5	525.4	Southern	135.1	21.4
0337	Infected	B_cells	156.234152568035	160.051714330084	169.535621116263	170.848411497717	165.468148318738	175.751546032046	128.2	22	76.6	102.9	23.8	499.8	Southern	134.3	12.6
0338	Infected	B_cells	139.618635874511	148.071683200756	151.371168460816	166.204302257882	166.337707059052	173.776018670313	119.6	55	55.6	71.4	22	531.3	Indian	122.7	10.1
0339	Infected	NK_cells	174.064727819331	176.304978517113	166.991755416727	183.128708630455	169.105392907743	189.418442498189	137.8	31	73	83.3	117.2	573.2	Pacific	121.6	11.4
0340	Healthy	B_cells	45.1959865198382	56.9837714699604	105.795035531442	68.7296599339798	86.1415431347603	79.9573708301277	111.2	42	78.6	66.2	21.2	475.1	Indian	123.1	19.9
0341	Stressed	Monocytes	80.1771445425839	97.0977139973414	71.873090400806	91.9763505886445	105.54636153017	94.3187336351206	98	8	78	74.8	22.2	497.5	Atlantic	118.2	9.4
0342	Healthy	NK_cells	72.7169199079125	64.3129973019288	103.531376094097	73.4270454079699	112.19869973602	78.8980982142362	111.1	8	96.6	73.5	63.1	543.3	Pacific	127.7	21.6
0343	Infected	Dendritic_cells	167.4112361545	176.763625008252	167.481429545156	184.532391481816	186.088148514848	191.587840080653	138.5	38	70.9	96.8	29.9	453.4	Atlantic	119	12.1
0344	Injured	Dendritic_cells	116.406880965683	118.353688881402	133.636682244044	100.78979206344	167.896930803648	157.014311824906	123.2	55	58.7	67.1	20	495.6	Indian	130.8	13.9
0345	Infected	T_cells	165.891398609197	172.940741194043	168.061528373463	167.330625118964	171.10242455709	182.47671437435	135.6	21	76.9	100.4	29.9	465.6	Southern	129.9	11.7
0346	Healthy	B_cells	54.3686211627003	57.9677336306843	93.7232537806549	71.7782655717767	80.561302502001	93.0825557544012	114.5	57	73.9	62.1	21.9	573.2	Southern	146.8	20.8
0347	Recovering	Dendritic_cells	103.382372740009	112.33460507478	116.011808957009	116.712647818624	128.385627151583	116.180858508327	103.6	55	54.8	68.2	24.7	455.1	Indian	118.9	18.4
0348	Healthy	T_cells	88.9921155239805	63.0076774791069	97.8186916031695	90.3797185832032	96.021782692229	70.5583745734627	125.3	28	89.7	62.5	28.5	394.2	Southern	115.8	23.5
0349	Stressed	T_cells	86.4128305338216	117.495263714211	99.7258688369258	95.0746943530788	117.571280860434	98.5740592787273	108.7	15	74.2	83.9	30.6	546.1	Indian	126	11.3
0350	Healthy	B_cells	63.2695894850581	47.9005515098372	93.4089785301129	64.135374684878	90.9982646278656	85.7600433546183	122.5	35	88	66.9	29.6	467.6	Southern	133.7	22.5
0351	Infected	B_cells	152.557809600751	177.772032247475	165.539833077998	166.00547084859	174.630776492951	172.720494899785	137.6	35	71.7	86.3	30.6	568.5	Pacific	132.5	12.8
0352	Injured	Monocytes	108.82749065703	102.988600496374	107.728965841774	89.1238591301447	142.267961988582	138.944797555859	116.2	27	68.8	63.6	28.3	538.4	Southern	143.2	12.3
0353	Injured	Monocytes	92.4206615938706	112.957156614704	97.6017180076422	101.096349860666	154.796223357684	154.96736997159	120.8	9	80.8	68	25.3	405.9	Arctic	128.5	11.4
0354	Healthy	Monocytes	58.6761524645066	64.3168926021528	86.1876397289505	54.2102815518174	76.2331291842606	71.5723499254374	106.8	41	78.4	74.8	22.4	415.4	Arctic	131.7	22.5
0355	Healthy	Dendritic_cells	82.076151752852	82.6267033043216	112.588086833553	76.8354235230909	122.362886861138	94.8778204404999	127.6	48	81.4	77.5	21.8	554.7	Indian	140.1	22.3
0356	Infected	B_cells	134.871021570139	160.894630721116	173.326823628393	159.714592982334	183.799921048502	183.290070332039	125.6	51	57.1	80.6	14.6	623	Pacific	128.4	11.5
0357	Healthy	T_cells	81.0213282877245	69.0326976311778	95.8266047012979	87.1774508030203	94.6210732080484	76.2008191210045	114.6	51	76.6	57.3	20.2	494.5	Southern	131.9	21.8
0358	Injured	NK_cells	118.174384881339	132.260623347269	109.060365630392	110.774816025709	151.706748696498	138.20257964525	120.6	24	76.9	88.8	81.2	402.9	Southern	122.8	10.8
0359	Healthy	Dendritic_cells	77.3815470206851	82.2963360569287	101.449188834182	102.831355003201	97.2062232579565	99.957320913915	127.3	39	84	69.3	24.8	498	Pacific	118	22.5
0360	Injured	Monocytes	102.022208240801	95.1046642983627	100.504844894656	102.99642901392	140.934148195248	141.126277725837	110.1	36	67.3	60.2	23	538.2	Indian	125.9	10.3
0361	Injured	T_cells	112.035537294132	101.681401572152	120.157372783671	96.8243996277195	176.933573964022	137.843915278424	120.3	45	62.8	52.6	22.3	529.8	Pacific	122.8	10.5
0362	Recovering	NK_cells	102.225894120237	110.253738271291	103.775960020285	99.6706334403349	124.844307462053	108.676828682728	106.5	59	53.4	76.1	74.7	470.6	Pacific	114.8	16.6
0363	Healthy	Macrophages	70.2789341746911	49.0686132553782	97.2202171870188	66.9439649820576	90.4350278482122	92.6964799355343	116.7	10	96.9	64.9	25.7	541.1	Atlantic	119.2	20.6
0364	Infected	Macrophages	151.465799922843	159.769257825838	169.921360720719	172.127431379803	175.961851805756	179.297358073581	134.6	48	63.2	82.9	24.8	524.8	Pacific	123.2	11.4
0365	Injured	NK_cells	110.240271469891	117.147179096251	124.916488347171	131.785206892033	168.241233286292	177.86630533658	124.5	21	76.1	77.6	97.5	548.7	Southern	131.3	8.5
0366	Infected	T_cells	149.08599371784	185.804696120275	165.88731090215	162.513686416	172.954339277076	181.118976862831	126	20	82.2	86.4	25.9	477.8	Southern	126.1	9.8
0367	Healthy	NK_cells	55.1295411494744	71.0108660884324	94.0572038451977	79.3115981619778	99.4164209841357	88.267261533755	108.4	18	98.2	62.5	65.3	510	Indian	128	21.3
0368	Healthy	Monocytes	62.2499622216089	43.0704165197752	79.1785528785897	56.3417617512989	76.348110341031	74.9277100516719	106.5	6	97.8	67.8	23.2	516.3	Atlantic	118.5	21.1
0369	Injured	NK_cells	101.143542671291	100.428515799708	111.378868247775	119.242616294658	162.457920672664	170.49155745583	117.1	10	83.2	65.8	81.7	507.2	Indian	135.6	11.6
0370	Healthy	B_cells	64.4876881695101	47.2702303944761	106.567122084742	61.1262891044185	97.6075468826244	72.0391880147386	108.7	47	86.4	53.7	27.8	509.7	Southern	136.9	20.6
0371	Infected	B_cells	142.623858984996	183.111514922819	168.799976152686	162.183694210155	174.431936368266	178.008778640067	133.8	23	73.9	96.3	30	501.1	Indian	136	13.2
0372	Healthy	Macrophages	77.5449832017743	56.0304473852371	106.135901682403	66.0367362739696	84.9017886016067	87.2425218718547	121.7	53	77.4	61.8	23.1	536.1	Atlantic	117.3	22
0373	Healthy	B_cells	51.9882700485948	47.493942400773	83.3379544253624	78.2175498778832	77.1270643175393	71.0750688978294	116	41	81.1	74.4	23.4	481.7	Indian	123	19.8
0374	Healthy	Dendritic_cells	85.0453785728801	92.5228709570065	112.917127169129	80.6827817332386	99.2744610637126	91.3925088538781	123.1	50	76.1	71.1	23.2	523.1	Arctic	146.7	21.7
0375	Infected	Monocytes	144.580658949941	167.890943024122	179.555950808943	157.051981303514	184.499734452672	167.877933057117	127.8	14	85.5	87.6	20.1	433.5	Southern	119.7	13.2
0376	Stressed	Macrophages	76.0976586150444	95.5719187141823	87.5773332676973	94.4499932556789	122.733269320058	94.0187564298735	103.6	58	54.4	69.1	25	413.1	Southern	128.9	10.2
0377	Recovering	Monocytes	86.7503319513788	107.972018310895	92.7094004992095	88.1334340762759	120.394626179223	98.2130930117548	108	26	64.3	84.1	19	524	Pacific	113.7	16.8
0378	Stressed	T_cells	88.8584608270411	97.5516042522965	91.990790566501	110.139120999739	112.876384117106	112.069033816216	97.1	34	67.5	87.4	21.7	548.9	Southern	149.9	9.2
0379	Healthy	Dendritic_cells	85.9643434686187	68.5220714750701	109.058976351307	78.909265106599	96.0154621359169	80.9601671834507	128	57	76.5	75.6	29.5	520.3	Indian	130.6	23.4
0380	Infected	T_cells	159.637621115207	171.475843529257	162.76942708883	169.210366296579	181.759187676281	188.68725024815	141.1	7	89.9	102.7	28.1	540.7	Arctic	154.1	14
0381	Healthy	Macrophages	70.7303690632959	56.84201151933	92.8642917177654	88.4051460645053	93.1454307158766	74.8870173496498	123.5	56	77.4	68.7	20.8	561.9	Southern	143	20.9
0382	Infected	B_cells	150.996322944963	147.410645419915	139.715626872419	153.914166875426	185.452870101671	190.591331758077	139.5	12	87.5	83.5	21.4	473.5	Pacific	110.6	11.3
0383	Injured	NK_cells	117.972140545228	103.186863750576	120.62957837861	116.688350138792	152.63216900689	164.548265862366	122.2	50	52.8	75.9	80.6	490.7	Pacific	118.2	9.3
0384	Injured	B_cells	93.2089711396587	103.095203000808	112.818569479992	93.6814901848468	134.314382973461	168.5198425136	110.6	56	51.6	92.4	29.3	488.5	Arctic	145.5	10.5
0385	Healthy	Macrophages	74.9432452436929	47.2876597645284	107.345091366174	73.7968399874765	85.3436490109303	78.7708096883917	110.9	11	93.9	83.2	20.9	525	Indian	121.5	19.4
0386	Stressed	B_cells	99.2524552881997	98.364151834061	86.0889367797822	91.6501551816686	111.120135267333	102.699520105755	109.4	38	66.6	65.8	23.6	553.5	Arctic	153	8.4
0387	Healthy	B_cells	70.9787458306675	68.2953636893103	99.9785726426618	67.0548056498472	81.7825853682176	72.143051875705	109.1	6	101.4	75	31	423.4	Pacific	119.7	21.2
0388	Injured	B_cells	117.495611336329	111.629395886857	114.629661204378	107.838863742214	158.644832433604	150.510504389382	128	41	61.9	71.1	20.2	590.5	Atlantic	129.9	9.9
0389	Healthy	B_cells	65.3603852405828	66.6095874496069	93.3389346933987	66.1286440913881	84.5313806604111	71.7929226339042	112.3	7	96.4	60.6	26.7	460.7	Indian	122.9	22.3
0390	Stressed	NK_cells	86.6384379223812	108.990054685394	87.6962862430266	114.180112904745	109.153038330627	87.053774518517	98.5	46	61	80.1	84	423.1	Atlantic	116.8	10.3
0391	Stressed	Dendritic_cells	98.753245229041	110.339591468759	120.88690171986	108.665615095662	116.547790637446	122.08078213882	98.4	26	68.6	80	22.5	577.8	Indian	139.7	10.1
0392	Injured	T_cells	105.536050513957	106.069884097117	106.747207579676	103.597744233472	150.617456737012	157.421229514795	124.9	11	80.8	88.6	27.9	371.8	Southern	107.5	13.3
0393	Stressed	T_cells	73.9423649822843	102.589027814067	95.246677932171	80.2226162933955	114.084569731514	93.408909731576	97.3	50	54.9	78	23.3	436.5	Indian	118.9	9.5
0394	Infected	Monocytes	128.119484177924	158.555765991622	162.475815638198	147.494353207266	176.678001737909	185.856279183638	128.5	36	74.7	84.7	22.8	413.5	Indian	121.5	10.9
0395	Recovering	T_cells	100.356429617197	103.691085173254	108.472033323182	102.677182574485	112.17014563403	100.359564195076	101.1	44	57.5	70.4	25.7	537.8	Indian	136	17.6
0396	Injured	NK_cells	108.375710995818	119.867419836174	121.26175195368	94.9090171009396	150.525261617312	170.128249615089	120.1	57	53.3	77.6	71.6	519.2	Atlantic	127.1	11.5
0397	Stressed	T_cells	80.1876533138445	93.5548463353703	99.833487643212	104.586876739521	117.374754480116	99.0335042612028	107	32	71.5	85.9	30.3	509	Arctic	143	9.7
0398	Healthy	NK_cells	75.7890460647423	67.8824163790054	92.8385994467232	72.7934964272046	103.828217773457	89.6496876401715	119.8	44	81.2	68.3	60.3	518.6	Atlantic	121.8	22.5
0399	Infected	NK_cells	163.269732010173	150.6759429985	162.836184115213	162.900133872096	168.566750558092	185.717974018598	132.8	51	54.8	80.8	115.4	598.7	Southern	149.4	13
0400	Infected	B_cells	139.968988122768	177.503667529614	154.637692281477	171.01467774224	161.389739766693	178.536939935092	124	60	45.7	90.9	28.9	409.1	Indian	115.3	11.8
0401	Infected	NK_cells	159.256160494591	186.313531375264	177.330877696496	171.363171962742	202.259824019251	185.513744397649	140.7	59	48.7	77	104.9	553.4	Atlantic	121.9	13.2
0402	Healthy	T_cells	76.4827384668194	68.312172209729	108.153875997143	65.0410630556951	91.0736358198596	74.8893096691294	120.1	12	94.5	86.5	25.8	576.7	Atlantic	131.9	23.7
0403	Healthy	T_cells	80.6927194782191	66.4122610475301	87.9600770769109	64.3532625445557	98.902819013138	91.4407620184879	129.2	8	92.6	81.7	27.2	389.2	Arctic	118.3	20.8
0404	Injured	Macrophages	123.363816937792	113.887094247273	119.36636403113	109.332946242381	157.373497045569	151.244390237617	122.8	37	62.6	66.1	31.6	567.9	Arctic	158.2	10.5
0405	Healthy	Dendritic_cells	77.4770543013198	76.3489715628978	110.722841547397	78.3610734582485	109.947694386117	82.1791928744036	121.3	15	93.7	67.5	23.8	486.3	Pacific	123	21.6
0406	Recovering	Dendritic_cells	97.7317487547755	110.85698080237	105.799837113547	116.38573821495	121.35625037174	113.779541314218	105.5	58	60.1	77.9	26.1	598.4	Atlantic	124.4	16.4
0407	Injured	T_cells	116.655945263855	109.932223003704	122.754281992238	101.698155061484	156.593487676797	151.160806343823	118	24	70	62.4	28.6	541.5	Pacific	123.1	10.8
0408	Healthy	Monocytes	69.5533620331855	51.6791053481591	97.3452414302786	78.4795875743714	83.6460625614503	61.9996723636864	120.4	50	75.2	69.9	24.6	507.2	Pacific	130.6	21
0409	Infected	B_cells	148.663241500288	163.283058852714	160.464658616885	159.502897726371	188.659184657449	187.848170593626	136.5	18	78.4	109.2	25.6	417	Arctic	134.9	13.7
0410	Healthy	Monocytes	48.1032202506391	77.8885212623989	90.8643227422806	55.1891036161076	76.9103626704017	73.2211137957983	114.9	43	87.4	57.1	23.6	445.4	Atlantic	115.4	20.2
0411	Healthy	T_cells	74.5657101254758	62.5588784517242	115.590577180154	79.3900974630363	79.8792014433118	74.6234508983837	126.1	30	87	65.1	23.8	409.6	Indian	115.8	22.9
0412	Infected	T_cells	152.16573405054	168.612973515278	172.147120836403	166.118550972633	185.467662862135	177.176633429773	136.8	17	81.4	98.2	23.1	541.6	Atlantic	127.4	12
0413	Stressed	Dendritic_cells	90.1593961773351	114.275152572124	92.8527335595744	113.429789236522	123.20347149781	117.786798576065	102.2	43	62.6	57.3	29.3	453.3	Indian	119.2	10.7
0414	Stressed	T_cells	81.2884211274107	93.7597380479986	99.1355651590125	105.221788667982	115.440204014701	90.5035546284887	108.4	6	78	91.1	20.9	552.8	Arctic	156.5	10.6
0415	Healthy	T_cells	75.8552980768356	93.010101291996	104.42260781856	81.2793896508053	82.9552159414914	88.2174788005816	117.5	18	93.8	79.1	20.9	439	Arctic	136.3	20.8
0416	Stressed	Monocytes	82.5605715580839	100.969783309636	92.8839756411757	93.1490798232028	103.995993852003	85.1093623746077	105.4	59	55.9	70.7	25.8	447.6	Arctic	131.5	9.5
0417	Stressed	B_cells	86.8251591691345	113.210598369805	83.8203643869458	100.190791346763	100.658924646265	88.3043327320573	90.5	40	61.7	80.8	26.6	424.8	Pacific	117.9	9.3
0418	Injured	Macrophages	103.706749319157	125.493486806786	118.421516939252	97.5035040106838	163.284127844904	154.159292744059	121.7	52	59.3	76.8	23.4	537.2	Pacific	124.8	9.8
0419	Stressed	NK_cells	88.0756332875926	96.1185173056152	91.4254511118061	119.340835608231	117.920987286254	95.5321338255024	103.7	23	72.7	71	81.8	570	Pacific	120.4	7.7
0420	Recovering	Macrophages	90.4169780777544	100.412251894534	105.974988909939	98.8779118772086	121.830847862757	100.849559858672	94.1	6	78.9	66.9	21.4	413.9	Atlantic	110.2	14.2
0421	Injured	NK_cells	123.701312605984	112.132643851713	123.996455368871	112.141691014143	155.014344545055	147.711923575044	117.9	33	69.9	86	84.2	493.1	Atlantic	119.1	8.8
0422	Infected	B_cells	156.733687249525	182.781206148623	158.46384844721	156.537028907205	181.808659668572	169.628956613758	137.3	51	59.5	93.7	21.6	496.3	Pacific	115.3	11.8
0423	Stressed	B_cells	88.1908384113582	82.6137653969643	70.327522746857	88.25493565964	110.846113092686	89.7859901644958	103.3	39	55.2	59.3	23.6	497.9	Southern	135.5	10.5
0424	Infected	Macrophages	131.195193404898	184.282749586156	147.543692422813	166.943576983413	181.56282761119	174.529725588722	133	49	62.1	95.7	28.3	449.6	Arctic	130.8	11.5
0425	Healthy	B_cells	69.2746988953217	64.0517148191389	103.577198019698	64.0291489165084	86.6870708327495	82.0194625591731	119.4	50	77.2	56.5	26	374.8	Indian	111.7	20.6
0426	Recovering	Monocytes	87.0336248005732	92.3358556577054	96.4047061128664	97.8132598973134	111.004122372754	98.6447795432631	100.8	21	73	86	27.9	412	Atlantic	113.8	16.6
0427	Injured	NK_cells	121.716814455511	110.7312215734	134.409736042703	97.0879078121912	157.250220241132	166.964146392737	125.9	15	79.9	73.4	70.8	489.6	Atlantic	118.6	12.4
0428	Healthy	Macrophages	75.2408583697282	51.4552758796327	94.2141249716718	72.3877042467114	85.672985085609	75.7520993305436	119.8	7	94.4	65.8	22.1	566.4	Southern	134	23.8
0429	Stressed	T_cells	88.1646930696152	105.360809077688	85.4030857897675	90.629351388051	107.525854230611	94.6330956266892	106.3	15	70.2	72.3	24.8	445.2	Arctic	131.1	10.5
0430	Infected	B_cells	162.710444098437	169.702896282542	163.945725992884	178.32905479511	171.745169991831	168.118035717811	129.7	8	83.8	89.9	20.2	632.7	Arctic	168	11.1
0431	Recovering	B_cells	88.5808439777461	100.649134373925	111.664542404036	93.8894016072844	119.444372877088	91.2856287217592	98.5	54	58.2	59.7	31.7	448.1	Indian	121.8	16.1
0432	Injured	T_cells	115.071298678569	112.1514893034	136.271496066638	96.6889549291467	162.237121829851	143.382878068648	125.1	56	56.9	75.7	29.2	545.4	Indian	129.3	10.5
0433	Healthy	Dendritic_cells	86.528732864112	76.9364685656202	113.033606861162	72.0228808328264	109.931293975672	93.9634841344921	126.9	55	67.8	84.9	22.6	533.3	Indian	123.9	22.9
0434	Infected	Monocytes	147.246885632309	159.907269609115	153.585785025306	168.678240040563	170.45237585914	164.958271700766	130	20	77.1	100.1	17.2	509.5	Indian	122.5	10.4
0435	Healthy	T_cells	70.3325104466895	70.2424349285599	98.2860638020598	63.144215011958	95.1989687617096	92.6889957416717	114.6	46	75.5	69.6	30	507.9	Atlantic	115.5	21
0436	Injured	Dendritic_cells	140.870783721038	120.987444539719	139.722883433072	124.104399863152	161.618329500994	171.623136394808	128.1	50	60	71.1	29.3	412.9	Pacific	108.2	11.8
0437	Infected	Macrophages	141.131549330196	175.641395828691	165.361841704189	162.527120812953	181.62657177589	174.531071781116	136.5	31	77	94.8	23.7	478.3	Pacific	122	12.9
0438	Recovering	T_cells	88.48864870572	114.22485783759	102.700440365255	107.313864704568	125.117704807764	115.192400427852	114.7	39	56.4	72	23	507.7	Arctic	149.4	16.5
0439	Recovering	NK_cells	91.0893355886275	117.789484939726	103.879142864575	99.6624444422662	128.415172850706	109.514158135903	107.8	36	64.9	84.6	71.8	552.7	Arctic	156.8	16
0440	Healthy	NK_cells	69.2675459082219	84.2208596826633	116.455790866569	82.0915648005401	99.7040187612136	85.0206689892552	113.4	40	84.9	69.6	62.2	570.6	Arctic	148.4	20.8
0441	Infected	B_cells	147.260254902815	149.508328110245	165.277326349876	157.02684112351	165.700688433314	178.887904285032	128.2	19	78	98.7	22.9	502.9	Pacific	113.2	13.1
0442	Injured	NK_cells	99.8971719618522	129.172502066912	129.095653204508	101.442896560149	167.805474951006	165.719363082742	124	12	80.3	73.7	72.1	498.1	Arctic	143.8	9.3
0443	Injured	NK_cells	128.055895867286	126.563363939325	126.002234426343	114.356171866431	169.479677588239	165.021312611624	128.6	43	64.2	88.6	80.5	489.4	Atlantic	118.9	11.8
0444	Infected	NK_cells	153.010425271724	182.641632888343	168.516458351461	174.512296920556	189.133962453887	190.837355982975	140.2	36	72.9	96	106.2	461.9	Arctic	145.5	12.3
0445	Healthy	Dendritic_cells	83.8880056097057	77.3854362312428	122.112117893937	84.4873542182515	113.618959745895	99.4423183323354	132.2	56	82.9	80.3	23.3	539.6	Southern	130.4	23.2
0446	Infected	T_cells	153.552695496027	169.035933761132	178.999989779917	175.649298497567	183.945199905301	177.041674450363	126.6	40	67.8	82.4	26.7	418.2	Southern	125.4	12.3
0447	Injured	NK_cells	99.1538669099418	113.382993266533	120.470642348513	109.869663637637	154.897225805501	156.221961531306	119.8	46	61.9	72	76.9	495.2	Arctic	149.7	11.9
0448	Infected	Monocytes	136.65205507429	177.136414377047	156.175984371235	149.112474841949	183.460288252406	186.274062121034	127.9	19	77.2	117.4	18.4	540.1	Pacific	125.7	12.5
0449	Healthy	Monocytes	56.6938530751752	40.7559019881254	102.06089832677	77.419045823148	91.8603826893691	64.2880994248588	106.7	17	94.5	64.9	27.4	340.9	Atlantic	104.5	20.8
0450	Stressed	NK_cells	96.8016597959426	111.020706447303	99.9836757226934	106.946409854567	105.671737870976	109.115106305414	97.6	50	61.3	85.5	82.6	526.7	Arctic	145.8	10.2
0451	Stressed	NK_cells	104.113291804002	112.659369256571	104.924607995216	104.145661813566	120.662387812705	107.873138280244	101.8	35	66.2	65.2	76.7	406.3	Indian	109.6	9.2
0452	Injured	Dendritic_cells	113.597886060627	130.093491044661	120.761686249062	131.393522316935	165.020439158273	157.104242567892	114.3	12	78.1	76.3	28.4	453.7	Indian	110.9	12.5
0453	Injured	B_cells	99.1546984780091	118.575733964547	99.9094319092036	98.6328423945778	161.470042790219	138.569938571729	118.9	56	54.7	71.7	27.2	498.2	Atlantic	120.2	11.5
0454	Recovering	NK_cells	94.8568981532462	111.308611042632	112.914212738191	101.355989472648	137.146915789653	107.79607530064	111.5	32	63.3	67.5	79.2	460.5	Arctic	139.2	18.6
0455	Infected	B_cells	138.275137433121	181.245549807183	163.58094926193	162.865427567155	172.799005970601	177.622613326754	118.9	37	65.2	95.4	26.2	455.1	Southern	123.2	9.2
0456	Injured	B_cells	106.305409902726	110.772215978503	121.091347929871	89.2281863733855	161.725013562262	140.074416023713	123.4	20	81.8	77.9	21.8	480.9	Atlantic	124.4	10.8
0457	Healthy	Monocytes	73.2317197044899	63.5419162392832	107.907756562439	77.5251293880772	81.3788733854569	72.3948357631543	116.6	37	81.1	60.7	26.7	442.8	Indian	122.3	22.5
0458	Healthy	Dendritic_cells	82.1150732652865	73.4784942013149	111.508791397518	81.7391625380552	104.39801851048	83.8985057213241	133	33	85.2	79.4	21.3	515.6	Atlantic	123.7	24.9
0459	Injured	B_cells	105.470206749151	107.471665243823	107.688322835995	101.627422063688	151.82160397578	156.644462496403	110.3	51	56.7	49.6	27.2	574.7	Indian	131.3	9.9
0460	Infected	T_cells	150.382479895181	173.281178517159	161.022455918274	162.778819971019	179.919621927395	171.161706229109	132.4	10	90.5	96.6	27.7	499.3	Pacific	118.8	10.8
0461	Injured	NK_cells	118.193910052188	118.082409166663	105.448271672002	106.888232356495	171.088907194827	153.42705360417	131.9	36	67.3	87.5	77.9	504.1	Atlantic	122.7	13.5
0462	Injured	B_cells	97.388719978845	89.1798752852087	111.475886357349	111.260677072755	150.478202231787	158.082810265792	115.8	40	61.5	49.9	25.6	483.9	Arctic	137.5	11.7
0463	Injured	B_cells	109.576574882974	107.847919280359	109.828206253241	88.576075695664	143.295798850876	154.696665030807	124.3	23	73.3	78.6	26	530	Arctic	151.7	11.3
0464	Injured	NK_cells	118.579492185331	115.406752402953	119.643972469461	113.975178709828	158.132908736495	157.53901086848	126.4	26	76.6	68.5	79.7	342.7	Atlantic	106.1	10.3
0465	Healthy	Macrophages	68.530053488559	66.4443585611264	98.8532320450582	79.289654952633	96.1261226059121	74.7019979551795	113.7	32	90.2	63.7	20.5	496.2	Arctic	148.6	21.6
0466	Infected	T_cells	146.753698897601	172.776252031432	158.335570928386	163.317381656341	178.680236716885	180.187735209742	127.3	30	70.3	84.1	22.2	446.8	Indian	111.5	10.8
0467	Recovering	Monocytes	92.0901089248031	84.9720473151308	98.8384490054133	95.0820606247525	105.700504217496	84.9825585443765	102.8	27	66.7	68.1	27.2	498.4	Southern	135.7	14.5
0468	Healthy	Macrophages	61.0743749970227	53.8701295341167	106.231688114554	87.2348553445131	86.6942959940784	90.7525252005319	123.2	23	84.8	44.3	25.8	420.5	Indian	112.7	21.2
0469	Infected	T_cells	140.203651090202	170.640867753354	163.025404793149	171.690810076107	185.539824699475	176.595201878048	134.2	38	65	96.5	23.6	508.1	Indian	129.6	11.6
0470	Infected	B_cells	151.537366461448	166.342578109638	151.228037486363	153.116288713002	174.283196097669	178.841205927915	136.1	40	63.3	84	17.5	513.7	Indian	133.8	11.4
0471	Infected	T_cells	149.7379264252	163.823866947516	175.897614146692	165.854449528938	174.275590320187	193.573514503374	134.5	35	72.4	83	24.5	427.4	Indian	110.8	12.5
0472	Healthy	NK_cells	80.0768468110328	78.3640639299448	106.859340166344	62.219201754166	108.9532579334	73.589781409124	124.6	25	93.3	79.6	59.3	412.8	Atlantic	112.4	21.9
0473	Injured	Monocytes	96.4449586394388	108.237556780591	116.097955103488	97.6596428591405	138.901774980843	155.144257037785	111.2	30	74.6	70.2	30.4	540.6	Arctic	154.7	10.2
0474	Recovering	B_cells	86.5029828172528	95.6416261947154	87.4803442319409	83.7525642496112	120.540702411578	91.5052922324533	98.1	49	54.8	59.9	24.3	538	Southern	135	15.9
0475	Infected	NK_cells	149.757440540904	180.934245975874	169.567582176415	158.148058141909	181.426225156998	189.321614378595	135.2	28	73	90	98.6	498.7	Arctic	142.5	11.9
0476	Recovering	B_cells	96.4626899365584	97.3947699245303	82.1481355760486	94.7687302669912	141.233630308628	87.8811770939734	108.8	32	68.3	96	23.2	559.9	Atlantic	122.6	16.6
0477	Healthy	T_cells	75.398980327617	65.7586933179192	109.16912132216	96.317620606109	103.084034611258	86.1231986521829	118.9	50	76.4	53.7	24.1	532.3	Pacific	128.1	23.3
0478	Healthy	Dendritic_cells	86.4393921996882	78.9297023566033	127.843150059698	79.4819033747353	106.077211007577	96.7283130365323	128	47	73.9	62.7	27.7	554.4	Atlantic	120	21
0479	Healthy	Dendritic_cells	76.3544894497519	84.5766484969624	117.537847907291	90.3662193085104	111.835510847645	92.1951992710209	124.7	50	76.8	66.7	30.1	512.5	Indian	122.6	21.8
0480	Healthy	Monocytes	59.7744691539862	39.8025014598085	91.9995633404568	70.7685263572503	94.1347158424507	79.7528859508752	118.9	23	88.9	80.1	23.5	490.3	Atlantic	115.9	21.1
0481	Healthy	Macrophages	90.6140777434532	69.3177572919106	107.363394830559	86.6164296377672	81.1441292163845	76.588299708878	132.3	34	86	76.9	22	481.5	Atlantic	114.7	23
0482	Injured	B_cells	105.617397416572	106.896033186311	112.705867278014	97.7318098542293	156.300651799284	148.616485794124	125.3	5	86.8	79.6	30	587.2	Southern	157.4	10.5
0483	Recovering	B_cells	90.5144733758378	100.142832099329	84.6830757089405	78.7940538805744	126.373375970668	97.5299489145052	96.8	15	77.7	69	24	594	Arctic	158.4	16.1
0484	Infected	T_cells	159.878413991605	165.174688216157	151.8426792081	171.386293364854	186.666534161183	194.971611500459	130.1	44	70	91.7	20.3	405.8	Atlantic	112.3	11.7
0485	Stressed	T_cells	86.3647506304643	93.9203466877378	104.70523490398	90.3336343649957	109.840428424734	101.19828959329	96.8	11	80.3	72.6	20.2	519.6	Atlantic	121.7	10.4
0486	Stressed	B_cells	82.7914138956448	105.801873548108	82.346862970927	106.831551714327	114.770715983306	90.8070711178657	96.7	49	61	85.2	30.8	472.7	Indian	123.6	10.6
0487	Injured	B_cells	102.260854702086	108.515879570304	120.431990885302	98.5694725954235	157.659960482905	149.201643997009	111.7	53	54	62.6	28	458.1	Indian	119.5	11.7
